"dog_id" "context_id" "survey_number" "days_after_adoption" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
162 7 "Second" 36 "Playful" 2 1
163 7 "First" 23 "Playful" 2 1
163 7 "Second" 38 "Playful" 2 1
164 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
164 7 "Second" 35 "Playful" 2 1
165 7 "First" 23 "Playful" 2 1
165 7 "Second" 39 "Playful" 2 1
166 7 "First" 24 "Playful" 2 1
166 7 "Second" 42 "Relaxed" 1 1
167 7 "First" 19 "Playful" 2 1
167 7 "Second" 19 NA NA NA
168 7 "First" 22 "Relaxed" 1 1
168 7 "Second" 22 NA NA NA
169 7 "First" 22 "Playful" 2 1
169 7 "Second" 39 "Playful" 2 1
170 7 "First" 20 "Playful" 2 1
170 7 "Second" 35 "Playful" 2 1
171 7 "First" 20 "Relaxed" 1 1
171 7 "Second" 20 NA NA NA
172 7 "First" 20 "Playful" 2 1
172 7 "Second" 20 NA NA NA
173 7 "First" 24 "Playful" 2 1
173 7 "Second" 24 NA NA NA
174 7 "First" 21 "Playful" 2 1
174 7 "Second" 43 "Not Motivated (to work for, e.g. training)" 3 1
175 7 "First" 21 "Playful" 2 1
175 7 "Second" 43 "Not Motivated (to work for, e.g. training)" 3 1
176 7 "First" 16 "Playful" 2 1
176 7 "Second" 16 NA NA NA
177 7 "First" 20 "Reactive to People Non Aggressive" 7 2
177 7 "Second" 41 "Relaxed" 1 1
178 7 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
178 7 "Second" 21 NA NA NA
179 7 "First" 24 "Playful" 2 1
179 7 "Second" 24 NA NA NA
180 7 "First" 25 "Playful" 2 1
180 7 "Second" 25 NA NA NA
181 7 "First" 27 "Playful" 2 1
181 7 "Second" 27 NA NA NA
182 7 "First" 20 "Playful" 2 1
182 7 "Second" 42 "Playful" 2 1
183 7 "First" 16 "Relaxed" 1 1
183 7 "Second" 37 "Relaxed" 1 1
184 7 "First" 26 "Playful" 2 1
184 7 "Second" 40 "Playful" 2 1
185 7 "First" 22 "Not Motivated (to work for, e.g. training)" 3 1
185 7 "Second" 37 "Playful" 2 1
186 7 "First" 20 "Not Motivated (to work for, e.g. training)" 3 1
186 7 "Second" 20 NA NA NA
187 7 "First" 23 "Playful" 2 1
187 7 "Second" 23 NA NA NA
188 7 "First" 25 "Playful" 2 1
188 7 "Second" 40 "Playful" 2 1
189 7 "First" 20 "Not Motivated (to work for, e.g. training)" 3 1
189 7 "Second" 20 NA NA NA
190 7 "First" 22 "Not Motivated (to work for, e.g. training)" 3 1
190 7 "Second" 39 "Not Motivated (to work for, e.g. training)" 3 1
191 7 "First" 15 "No opinion" NA NA
191 7 "Second" 36 "Playful" 2 1
192 7 "First" 27 "Playful" 2 1
192 7 "Second" 40 "Playful" 2 1
193 7 "First" 21 "Playful" 2 1
193 7 "Second" 21 NA NA NA
194 7 "First" 22 "Playful" 2 1
194 7 "Second" 22 NA NA NA
195 7 "First" 23 "Playful" 2 1
195 7 "Second" 23 NA NA NA
196 7 "First" 19 "Playful" 2 1
196 7 "Second" 19 NA NA NA
197 7 "First" 20 "Playful" 2 1
197 7 "Second" 20 NA NA NA
198 7 "First" 20 "Playful" 2 1
198 7 "Second" 20 NA NA NA
199 7 "First" 19 "Not Motivated (to work for, e.g. training)" 3 1
199 7 "Second" 19 NA NA NA
200 7 "First" 18 "Playful" 2 1
200 7 "Second" 36 "Playful" 2 1
201 7 "First" 18 "Playful" 2 1
201 7 "Second" 39 "Playful" 2 1
202 7 "First" 19 "Playful" 2 1
202 7 "Second" 41 "Playful" 2 1
203 7 "First" 16 "Playful" 2 1
203 7 "Second" 40 "Relaxed" 1 1
204 7 "First" 19 "Playful" 2 1
204 7 "Second" 39 "Playful" 2 1
205 7 "First" 15 "Playful" 2 1
205 7 "Second" 36 "Playful" 2 1
206 7 "First" 22 "Playful" 2 1
206 7 "Second" 22 NA NA NA
207 7 "First" 19 "Playful" 2 1
207 7 "Second" 39 "Playful" 2 1
208 7 "First" 23 "Playful" 2 1
208 7 "Second" 42 "Not Motivated (to work for, e.g. training)" 3 1
209 7 "First" 19 "Playful" 2 1
209 7 "Second" 44 "Playful" 2 1
210 7 "First" 17 "Not Motivated (to work for, e.g. training)" 3 1
210 7 "Second" 17 NA NA NA
211 7 "First" 23 "Playful" 2 1
211 7 "Second" 23 NA NA NA
212 7 "First" 21 "Playful" 2 1
212 7 "Second" 37 "Playful" 2 1
213 7 "First" 18 "Uncomfortable Avoids" 5 2
213 7 "Second" 38 "Playful" 2 1
214 7 "First" 22 "Playful" 2 1
214 7 "Second" 35 "Playful" 2 1
215 7 "First" 17 "Playful" 2 1
215 7 "Second" 17 NA NA NA
216 7 "First" 20 "Playful" 2 1
216 7 "Second" 20 NA NA NA
217 7 "First" 18 "Playful" 2 1
217 7 "Second" 18 NA NA NA
218 7 "First" 18 "Playful" 2 1
218 7 "Second" 36 "Playful" 2 1
219 7 "First" 16 "Playful" 2 1
219 7 "Second" 16 NA NA NA
220 7 "First" 17 "Playful" 2 1
220 7 "Second" 17 NA NA NA
221 7 "First" 15 "Playful" 2 1
221 7 "Second" 43 "Relaxed" 1 1
222 7 "First" 21 "Relaxed" 1 1
222 7 "Second" 44 "Playful" 2 1
223 7 "First" 23 "Relaxed" 1 1
223 7 "Second" 38 "Relaxed" 1 1
224 7 "First" 19 "Playful" 2 1
224 7 "Second" 36 "Playful" 2 1
225 7 "First" 17 "Playful" 2 1
225 7 "Second" 36 "Playful" 2 1
226 7 "First" 15 "Relaxed" 1 1
226 7 "Second" 43 "Playful" 2 1
227 7 "First" 22 "Playful" 2 1
227 7 "Second" 39 "Playful" 2 1
228 7 "First" 19 "Playful" 2 1
228 7 "Second" 40 "Playful" 2 1
229 7 "First" 17 "Not Motivated (to work for, e.g. training)" 3 1
229 7 "Second" 17 NA NA NA
230 7 "First" 21 "Playful +" 8 2
230 7 "Second" 37 "Playful" 2 1
231 7 "First" 22 "Not Motivated (to work for, e.g. training)" 3 1
231 7 "Second" 40 "Not Motivated (to work for, e.g. training)" 3 1
232 7 "First" 22 "Playful" 2 1
232 7 "Second" 40 "Playful" 2 1
233 7 "First" 15 "Playful" 2 1
233 7 "Second" 15 NA NA NA
234 7 "First" 15 "Playful" 2 1
234 7 "Second" 15 NA NA NA
235 7 "First" 19 "Playful" 2 1
235 7 "Second" 19 NA NA NA
236 7 "First" 17 "Not Motivated (to work for, e.g. training)" 3 1
236 7 "Second" 17 NA NA NA
237 7 "First" 22 "Relaxed" 1 1
237 7 "Second" 36 "Relaxed" 1 1
238 7 "First" 22 "Playful" 2 1
238 7 "Second" 37 "Playful" 2 1
239 7 "First" 17 "Playful" 2 1
239 7 "Second" 17 NA NA NA
240 7 "First" 16 "Not Motivated (to work for, e.g. training)" 3 1
240 7 "Second" 16 NA NA NA
241 7 "First" 15 "Playful" 2 1
241 7 "Second" 15 NA NA NA
1 8 "First" 16 "Relaxed" 1 1
1 8 "Second" 20 "Relaxed" 1 1
2 8 "First" 18 "Reactive to People Aggressive" 15 3
2 8 "Second" 40 "Relaxed" 1 1
3 8 "First" 21 "Relaxed" 1 1
3 8 "Second" 35 "Relaxed" 1 1
4 8 "First" 26 "Relaxed" 1 1
4 8 "Second" 47 "Relaxed" 1 1
5 8 "First" 21 "Relaxed" 1 1
5 8 "Second" 21 NA NA NA
6 8 "First" 19 "Eats Quickly" 6 2
6 8 "Second" 40 "Relaxed" 1 1
7 8 "First" 24 "Relaxed" 1 1
7 8 "Second" 53 "Not Motivated (to work for, e.g. training)" 3 1
8 8 "First" 19 "Relaxed" 1 1
8 8 "Second" 19 NA NA NA
9 8 "First" 15 "Relaxed" 1 1
9 8 "Second" 42 "Reactive to People Aggressive" 15 3
10 8 "First" 15 "Relaxed" 1 1
10 8 "Second" 35 "Relaxed" 1 1
11 8 "First" 18 "Relaxed" 1 1
11 8 "Second" 18 NA NA NA
12 8 "First" 18 "Relaxed" 1 1
12 8 "Second" 18 NA NA NA
13 8 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
13 8 "Second" 21 NA NA NA
14 8 "First" 14 "Relaxed" 1 1
14 8 "Second" 56 "Relaxed" 1 1
15 8 "First" 19 "Relaxed" 1 1
15 8 "Second" 44 "Relaxed" 1 1
16 8 "First" 17 "Relaxed" 1 1
16 8 "Second" 45 "Relaxed" 1 1
17 8 "First" 21 "Relaxed" 1 1
17 8 "Second" 37 "Relaxed" 1 1
18 8 "First" 21 "Relaxed" 1 1
18 8 "Second" 21 NA NA NA
19 8 "First" 21 "Relaxed" 1 1
19 8 "Second" 42 "Relaxed" 1 1
20 8 "First" 22 "Relaxed" 1 1
20 8 "Second" 22 NA NA NA
21 8 "First" 21 "Relaxed" 1 1
21 8 "Second" 49 "Relaxed" 1 1
22 8 "First" 19 "Relaxed" 1 1
22 8 "Second" 44 "Relaxed" 1 1
23 8 "First" 19 "Relaxed" 1 1
23 8 "Second" 42 "Relaxed" 1 1
24 8 "First" 19 "Relaxed" 1 1
24 8 "Second" 19 NA NA NA
25 8 "First" 20 "Relaxed" 1 1
25 8 "Second" 41 "Relaxed" 1 1
26 8 "First" 14 "Relaxed" 1 1
26 8 "Second" 14 NA NA NA
27 8 "First" 22 "Relaxed" 1 1
27 8 "Second" 43 "Relaxed" 1 1
28 8 "First" 16 "Not Eating Meal" 4 1
28 8 "Second" 43 "Not Eating Meal" 4 1
29 8 "First" 19 "Playful" 2 1
29 8 "Second" 42 "Relaxed" 1 1
30 8 "First" 27 "Relaxed" 1 1
30 8 "Second" 27 NA NA NA
31 8 "First" 16 "Not Eating Meal" 4 1
31 8 "Second" 16 NA NA NA
32 8 "First" 23 "Relaxed" 1 1
32 8 "Second" 23 NA NA NA
33 8 "First" 21 "Relaxed" 1 1
33 8 "Second" 21 NA NA NA
34 8 "First" 24 "Relaxed" 1 1
34 8 "Second" 41 "Relaxed" 1 1
35 8 "First" 20 "Not Motivated (to work for, e.g. training)" 3 1
35 8 "Second" 37 "Relaxed" 1 1
36 8 "First" 18 "Relaxed" 1 1
36 8 "Second" 38 "Relaxed" 1 1
37 8 "First" 19 "Relaxed" 1 1
37 8 "Second" 19 NA NA NA
38 8 "First" 17 "Relaxed" 1 1
38 8 "Second" 17 NA NA NA
39 8 "First" 24 "Relaxed" 1 1
39 8 "Second" 24 NA NA NA
40 8 "First" 19 "Relaxed" 1 1
40 8 "Second" 19 NA NA NA
41 8 "First" 14 "Relaxed" 1 1
41 8 "Second" 14 NA NA NA
42 8 "First" 17 "Eats Quickly" 6 2
42 8 "Second" 17 NA NA NA
43 8 "First" 15 "Relaxed" 1 1
43 8 "Second" 52 "Relaxed" 1 1
44 8 "First" 16 "Relaxed" 1 1
44 8 "Second" 16 NA NA NA
45 8 "First" 17 "Reactive to People Aggressive" 15 3
45 8 "Second" 17 NA NA NA
46 8 "First" 19 "Relaxed" 1 1
46 8 "Second" 19 NA NA NA
47 8 "First" 18 "Eats Quickly" 6 2
47 8 "Second" 18 NA NA NA
48 8 "First" 46 "Relaxed" 1 1
48 8 "Second" 67 "Relaxed" 1 1
49 8 "First" 15 "Reactive to People Aggressive" 15 3
49 8 "Second" 15 NA NA NA
50 8 "First" 17 "Eats Quickly" 6 2
50 8 "Second" 17 NA NA NA
51 8 "First" 21 "Relaxed" 1 1
51 8 "Second" 36 "Relaxed" 1 1
52 8 "First" 21 "Relaxed" 1 1
52 8 "Second" 42 "Relaxed" 1 1
53 8 "First" 15 "Not Eating Meal" 4 1
53 8 "Second" 51 "Relaxed" 1 1
54 8 "First" 17 "Relaxed" 1 1
54 8 "Second" 17 NA NA NA
55 8 "First" 22 "Relaxed" 1 1
55 8 "Second" 37 "Relaxed" 1 1
56 8 "First" 35 "Relaxed" 1 1
56 8 "Second" 35 NA NA NA
57 8 "First" 15 "Relaxed" 1 1
57 8 "Second" 44 "Eats Quickly" 6 2
58 8 "First" 16 "Eats Quickly" 6 2
58 8 "Second" 37 "Relaxed" 1 1
59 8 "First" 18 "Eats Quickly" 6 2
59 8 "Second" 18 NA NA NA
60 8 "First" 15 "Relaxed" 1 1
60 8 "Second" 15 NA NA NA
61 8 "First" 20 "Relaxed" 1 1
61 8 "Second" 41 "Relaxed" 1 1
62 8 "First" 51 "Relaxed" 1 1
62 8 "Second" 72 "Relaxed" 1 1
63 8 "First" 19 "Playful" 2 1
63 8 "Second" 40 "Relaxed" 1 1
64 8 "First" 15 "Relaxed" 1 1
64 8 "Second" 50 "Relaxed" 1 1
65 8 "First" 29 "Relaxed" 1 1
65 8 "Second" 29 NA NA NA
66 8 "First" 15 "Relaxed" 1 1
66 8 "Second" 36 "Relaxed" 1 1
67 8 "First" 17 "Relaxed" 1 1
67 8 "Second" 39 "Relaxed" 1 1
68 8 "First" 15 "Relaxed" 1 1
68 8 "Second" 42 "Relaxed" 1 1
69 8 "First" 16 "Relaxed" 1 1
69 8 "Second" 38 "Relaxed" 1 1
70 8 "First" 16 "Relaxed" 1 1
70 8 "Second" 52 "Relaxed" 1 1
71 8 "First" 16 "Relaxed" 1 1
71 8 "Second" 35 "Relaxed" 1 1
72 8 "First" 22 "Relaxed" 1 1
72 8 "Second" 43 "Relaxed" 1 1
73 8 "First" 16 "Relaxed" 1 1
73 8 "Second" 37 "Relaxed" 1 1
74 8 "First" 19 "Relaxed" 1 1
74 8 "Second" 52 "Relaxed" 1 1
75 8 "First" 15 "Relaxed" 1 1
75 8 "Second" 49 "Relaxed" 1 1
76 8 "First" 19 "Eats Quickly" 6 2
76 8 "Second" 37 "Relaxed" 1 1
77 8 "First" 18 "Relaxed" 1 1
77 8 "Second" 52 "Relaxed" 1 1
78 8 "First" 14 "Eats Quickly" 6 2
78 8 "Second" 35 "Eats Quickly" 6 2
79 8 "First" 12 "Relaxed" 1 1
79 8 "Second" 48 "Relaxed" 1 1
80 8 "First" 16 "Not Eating Meal" 4 1
80 8 "Second" 37 "Relaxed" 1 1
81 8 "First" 17 "Eats Quickly" 6 2
81 8 "Second" 17 NA NA NA
82 8 "First" 16 "Relaxed" 1 1
82 8 "Second" 36 "Relaxed" 1 1
83 8 "First" 16 "Relaxed" 1 1
83 8 "Second" 36 "Relaxed" 1 1
84 8 "First" 15 "Eats Quickly" 6 2
84 8 "Second" 38 "Relaxed" 1 1
85 8 "First" 31 "Playful" 2 1
85 8 "Second" 47 "Relaxed" 1 1
86 8 "First" 16 "Relaxed" 1 1
86 8 "Second" 37 "Relaxed" 1 1
87 8 "First" 16 "Relaxed" 1 1
87 8 "Second" 16 NA NA NA
88 8 "First" 19 "Relaxed" 1 1
88 8 "Second" 38 "Relaxed" 1 1
89 8 "First" 15 "Eats Quickly" 6 2
89 8 "Second" 36 "Eats Quickly" 6 2
90 8 "First" 25 "Relaxed" 1 1
90 8 "Second" 25 NA NA NA
91 8 "First" 16 "Eats Quickly" 6 2
91 8 "Second" 37 "Eats Quickly" 6 2
92 8 "First" 23 "Relaxed" 1 1
92 8 "Second" 35 "Relaxed" 1 1
93 8 "First" 17 "Relaxed" 1 1
93 8 "Second" 36 "Relaxed" 1 1
94 8 "First" 25 "Relaxed" 1 1
94 8 "Second" 41 "Relaxed" 1 1
95 8 "First" 17 "Relaxed" 1 1
95 8 "Second" 38 "Relaxed" 1 1
96 8 "First" 16 "Eats Quickly" 6 2
96 8 "Second" 37 "Eats Quickly" 6 2
97 8 "First" 19 "Eats Quickly" 6 2
97 8 "Second" 35 "Relaxed" 1 1
98 8 "First" 17 "Playful" 2 1
98 8 "Second" 37 "Relaxed" 1 1
99 8 "First" 21 "Relaxed" 1 1
99 8 "Second" 41 "Relaxed" 1 1
100 8 "First" 19 "Playful" 2 1
100 8 "Second" 39 "Relaxed" 1 1
101 8 "First" 17 "Eats Quickly" 6 2
101 8 "Second" 17 NA NA NA
102 8 "First" 22 "Relaxed" 1 1
102 8 "Second" 22 NA NA NA
103 8 "First" 16 "Eats Quickly" 6 2
103 8 "Second" 43 "Relaxed" 1 1
104 8 "First" 17 "Eats Quickly" 6 2
104 8 "Second" 17 NA NA NA
105 8 "First" 16 "Relaxed" 1 1
105 8 "Second" 43 "Relaxed" 1 1
106 8 "First" 23 "Relaxed" 1 1
106 8 "Second" 23 NA NA NA
107 8 "First" 19 "Relaxed" 1 1
107 8 "Second" 40 "Relaxed" 1 1
108 8 "First" 18 "Overstimulated" 13 3
108 8 "Second" 18 NA NA NA
109 8 "First" 19 "Eats Quickly" 6 2
109 8 "Second" 19 NA NA NA
110 8 "First" 14 "Relaxed" 1 1
110 8 "Second" 35 "Relaxed" 1 1
111 8 "First" 17 "Relaxed" 1 1
111 8 "Second" 17 NA NA NA
112 8 "First" 17 "Relaxed" 1 1
112 8 "Second" 38 "Relaxed" 1 1
113 8 "First" 19 "Relaxed" 1 1
113 8 "Second" 19 NA NA NA
114 8 "First" 17 "Relaxed" 1 1
114 8 "Second" 17 NA NA NA
115 8 "First" 26 "Relaxed" 1 1
115 8 "Second" 41 "Relaxed" 1 1
116 8 "First" 29 "Relaxed" 1 1
116 8 "Second" 47 "Not Eating Meal" 4 1
117 8 "First" 18 "Eats Quickly" 6 2
117 8 "Second" 40 "Eats Quickly" 6 2
118 8 "First" 36 "Relaxed" 1 1
118 8 "Second" 36 NA NA NA
119 8 "First" 18 "Eats Quickly" 6 2
119 8 "Second" 36 "Eats Quickly" 6 2
120 8 "First" 17 "Relaxed" 1 1
120 8 "Second" 17 NA NA NA
121 8 "First" 23 "Relaxed" 1 1
121 8 "Second" 38 "Relaxed" 1 1
122 8 "First" 21 "Relaxed" 1 1
122 8 "Second" 21 NA NA NA
123 8 "First" 19 "Relaxed" 1 1
123 8 "Second" 40 "Eats Quickly" 6 2
124 8 "First" 38 "Eats Quickly" 6 2
124 8 "Second" 38 NA NA NA
125 8 "First" 20 "Relaxed" 1 1
125 8 "Second" 42 "Eats Quickly" 6 2
126 8 "First" 21 "Relaxed" 1 1
126 8 "Second" 41 "Relaxed" 1 1
127 8 "First" 15 "Relaxed" 1 1
127 8 "Second" 36 "Relaxed" 1 1
128 8 "First" 17 "Eats Quickly" 6 2
128 8 "Second" 42 "Eats Quickly" 6 2
129 8 "First" 15 "Relaxed" 1 1
129 8 "Second" 15 NA NA NA
130 8 "First" 18 "Playful" 2 1
130 8 "Second" 38 "Eats Quickly" 6 2
131 8 "First" 38 "Relaxed" 1 1
131 8 "Second" 38 NA NA NA
132 8 "First" 22 "Relaxed" 1 1
132 8 "Second" 22 NA NA NA
133 8 "First" 19 "Relaxed" 1 1
133 8 "Second" 40 "Relaxed" 1 1
134 8 "First" 17 "Relaxed" 1 1
134 8 "Second" 38 "Relaxed" 1 1
135 8 "First" 15 "Eats Quickly" 6 2
135 8 "Second" 38 "Eats Quickly" 6 2
136 8 "First" 23 "Relaxed" 1 1
136 8 "Second" 37 "Relaxed" 1 1
137 8 "First" 16 "Eats Quickly" 6 2
137 8 "Second" 37 "Playful" 2 1
138 8 "First" 16 "Relaxed" 1 1
138 8 "Second" 38 "Relaxed" 1 1
139 8 "First" 7 "Relaxed" 1 1
139 8 "Second" 41 "Eats Quickly" 6 2
140 8 "First" 20 "Obsessive" 7 2
140 8 "Second" 20 NA NA NA
141 8 "First" 27 "Relaxed" 1 1
141 8 "Second" 27 NA NA NA
142 8 "First" 17 "Relaxed" 1 1
142 8 "Second" 17 NA NA NA
143 8 "First" 25 "Relaxed" 1 1
143 8 "Second" 37 "Relaxed" 1 1
144 8 "First" 15 "Obsessive" 7 2
144 8 "Second" 36 "Relaxed" 1 1
145 8 "First" 18 "Eats Quickly" 6 2
145 8 "Second" 38 "Relaxed" 1 1
146 8 "First" 21 "Relaxed" 1 1
146 8 "Second" 42 "Eats Quickly" 6 2
147 8 "First" 19 "Relaxed" 1 1
147 8 "Second" 39 "Relaxed" 1 1
148 8 "First" 20 "Eats Quickly" 6 2
148 8 "Second" 41 "Relaxed" 1 1
149 8 "First" 26 "Relaxed" 1 1
149 8 "Second" 40 "Relaxed" 1 1
150 8 "First" 22 "Relaxed" 1 1
150 8 "Second" 36 "Relaxed" 1 1
151 8 "First" 23 "Eats Quickly" 6 2
151 8 "Second" 42 "Relaxed" 1 1
152 8 "First" 23 "Relaxed" 1 1
152 8 "Second" 37 "Relaxed" 1 1
153 8 "First" 26 "Relaxed" 1 1
153 8 "Second" 26 NA NA NA
154 8 "First" 21 "Eats Quickly" 6 2
154 8 "Second" 21 NA NA NA
155 8 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
155 8 "Second" 43 "Relaxed" 1 1
156 8 "First" 22 "Relaxed" 1 1
156 8 "Second" 43 "Relaxed" 1 1
157 8 "First" 22 "Eats Quickly" 6 2
157 8 "Second" 37 "Eats Quickly" 6 2
158 8 "First" 19 "Relaxed" 1 1
158 8 "Second" 37 "Relaxed" 1 1
159 8 "First" 27 "Relaxed" 1 1
159 8 "Second" 41 "Relaxed" 1 1
160 8 "First" 23 "Relaxed" 1 1
160 8 "Second" 37 "Reactive to People Aggressive" 15 3
161 8 "First" 24 "Relaxed" 1 1
161 8 "Second" 24 NA NA NA
162 8 "First" 21 "Relaxed" 1 1
162 8 "Second" 36 "Relaxed" 1 1
163 8 "First" 23 "Relaxed" 1 1
163 8 "Second" 38 "Relaxed" 1 1
164 8 "First" 15 "Eats Quickly" 6 2
164 8 "Second" 35 "Eats Quickly" 6 2
165 8 "First" 23 "Not Eating Meal" 4 1
165 8 "Second" 39 "Not Eating Meal" 4 1
166 8 "First" 24 "Relaxed" 1 1
166 8 "Second" 42 "Relaxed" 1 1
167 8 "First" 19 "Uncomfortable Avoids" 8 2
167 8 "Second" 19 NA NA NA
168 8 "First" 22 "Eats Quickly" 6 2
168 8 "Second" 22 NA NA NA
169 8 "First" 22 "Eats Quickly" 6 2
169 8 "Second" 39 "Relaxed" 1 1
170 8 "First" 20 "Relaxed" 1 1
170 8 "Second" 35 "Relaxed" 1 1
171 8 "First" 20 "Relaxed" 1 1
171 8 "Second" 20 NA NA NA
172 8 "First" 20 "Relaxed" 1 1
172 8 "Second" 20 NA NA NA
173 8 "First" 24 "Relaxed" 1 1
173 8 "Second" 24 NA NA NA
174 8 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
174 8 "Second" 43 "Relaxed" 1 1
175 8 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
175 8 "Second" 43 "Relaxed" 1 1
176 8 "First" 16 "Eats Quickly" 6 2
176 8 "Second" 16 NA NA NA
177 8 "First" 20 "Relaxed" 1 1
177 8 "Second" 41 "Relaxed" 1 1
178 8 "First" 21 "Relaxed" 1 1
178 8 "Second" 21 NA NA NA
179 8 "First" 24 "Relaxed" 1 1
179 8 "Second" 24 NA NA NA
180 8 "First" 25 "Not Eating Meal" 4 1
180 8 "Second" 25 NA NA NA
181 8 "First" 27 "Eats Quickly" 6 2
181 8 "Second" 27 NA NA NA
182 8 "First" 20 "Eats Quickly" 6 2
182 8 "Second" 42 "Relaxed" 1 1
183 8 "First" 16 "Relaxed" 1 1
183 8 "Second" 37 "Relaxed" 1 1
184 8 "First" 26 "Relaxed" 1 1
184 8 "Second" 40 "Eats Quickly" 6 2
185 8 "First" 22 "Relaxed" 1 1
185 8 "Second" 37 "Relaxed" 1 1
186 8 "First" 20 "Relaxed" 1 1
186 8 "Second" 20 NA NA NA
187 8 "First" 23 "Relaxed" 1 1
187 8 "Second" 23 NA NA NA
188 8 "First" 25 "Relaxed" 1 1
188 8 "Second" 40 "Relaxed" 1 1
189 8 "First" 20 "Relaxed" 1 1
189 8 "Second" 20 NA NA NA
190 8 "First" 22 "Relaxed" 1 1
190 8 "Second" 39 "Not Motivated (to work for, e.g. training)" 3 1
191 8 "First" 15 "Eats Quickly" 6 2
191 8 "Second" 36 "Relaxed" 1 1
192 8 "First" 27 "Relaxed" 1 1
192 8 "Second" 40 "Relaxed" 1 1
193 8 "First" 21 "Relaxed" 1 1
193 8 "Second" 21 NA NA NA
194 8 "First" 22 "Eats Quickly" 6 2
194 8 "Second" 22 NA NA NA
195 8 "First" 23 "Relaxed" 1 1
195 8 "Second" 23 NA NA NA
196 8 "First" 19 "Eats Quickly" 6 2
196 8 "Second" 19 NA NA NA
197 8 "First" 20 "Relaxed" 1 1
197 8 "Second" 20 NA NA NA
198 8 "First" 20 "Eats Quickly" 6 2
198 8 "Second" 20 NA NA NA
199 8 "First" 19 "Relaxed" 1 1
199 8 "Second" 19 NA NA NA
200 8 "First" 18 "Eats Quickly" 6 2
200 8 "Second" 36 "Relaxed" 1 1
201 8 "First" 18 "Relaxed" 1 1
201 8 "Second" 39 "Relaxed" 1 1
202 8 "First" 19 "Relaxed" 1 1
202 8 "Second" 41 "Relaxed" 1 1
203 8 "First" 16 "Reactive to People Aggressive" 15 3
203 8 "Second" 40 "Uncomfortable Avoids" 8 2
204 8 "First" 19 "Relaxed" 1 1
204 8 "Second" 39 "Eats Quickly" 6 2
205 8 "First" 15 "Relaxed" 1 1
205 8 "Second" 36 "Relaxed" 1 1
206 8 "First" 22 "Relaxed" 1 1
206 8 "Second" 22 NA NA NA
207 8 "First" 19 "Reactive to People Aggressive" 15 3
207 8 "Second" 39 "Relaxed" 1 1
208 8 "First" 23 "Not Eating Meal" 4 1
208 8 "Second" 42 "Relaxed" 1 1
209 8 "First" 19 "Relaxed" 1 1
209 8 "Second" 44 "Relaxed" 1 1
210 8 "First" 17 "Relaxed" 1 1
210 8 "Second" 17 NA NA NA
211 8 "First" 23 "Relaxed" 1 1
211 8 "Second" 23 NA NA NA
212 8 "First" 21 "Relaxed" 1 1
212 8 "Second" 37 "Relaxed" 1 1
213 8 "First" 18 "Relaxed" 1 1
213 8 "Second" 38 "Relaxed" 1 1
214 8 "First" 22 "Relaxed" 1 1
214 8 "Second" 35 "Relaxed" 1 1
215 8 "First" 17 "Relaxed" 1 1
215 8 "Second" 17 NA NA NA
216 8 "First" 20 "Relaxed" 1 1
216 8 "Second" 20 NA NA NA
217 8 "First" 18 "Relaxed" 1 1
217 8 "Second" 18 NA NA NA
218 8 "First" 18 "Relaxed" 1 1
218 8 "Second" 36 "Relaxed" 1 1
219 8 "First" 16 "Relaxed" 1 1
219 8 "Second" 16 NA NA NA
220 8 "First" 17 "Relaxed" 1 1
220 8 "Second" 17 NA NA NA
221 8 "First" 15 "Relaxed" 1 1
221 8 "Second" 43 "Relaxed" 1 1
222 8 "First" 21 "Relaxed" 1 1
222 8 "Second" 44 "Not Eating Meal" 4 1
223 8 "First" 23 "Relaxed" 1 1
223 8 "Second" 38 "Relaxed" 1 1
224 8 "First" 19 "Relaxed" 1 1
224 8 "Second" 36 "Relaxed" 1 1
225 8 "First" 17 "Relaxed" 1 1
225 8 "Second" 36 "Relaxed" 1 1
226 8 "First" 15 "Relaxed" 1 1
226 8 "Second" 43 "Relaxed" 1 1
227 8 "First" 22 "Relaxed" 1 1
227 8 "Second" 39 "Relaxed" 1 1
228 8 "First" 19 "Relaxed" 1 1
228 8 "Second" 40 "Eats Quickly" 6 2
229 8 "First" 17 "Relaxed" 1 1
229 8 "Second" 17 NA NA NA
230 8 "First" 21 "Relaxed" 1 1
230 8 "Second" 37 "Relaxed" 1 1
231 8 "First" 22 "Relaxed" 1 1
231 8 "Second" 40 "Eats Quickly" 6 2
232 8 "First" 22 "Relaxed" 1 1
232 8 "Second" 40 "Relaxed" 1 1
233 8 "First" 15 "Relaxed" 1 1
233 8 "Second" 15 NA NA NA
234 8 "First" 15 "Relaxed" 1 1
234 8 "Second" 15 NA NA NA
235 8 "First" 19 "Relaxed" 1 1
235 8 "Second" 19 NA NA NA
236 8 "First" 17 "Not Motivated (to work for, e.g. training)" 3 1
236 8 "Second" 17 NA NA NA
237 8 "First" 22 "Relaxed" 1 1
